訂單編號,顧客姓名,購買次數,訂單日期,訂單時間,宅配地址(縣),訂單來源,訂單金額,訂購數量,運費,綜合巧克力禮盒,柴燒黑糖巧克力,100%無糖巧克力磚,95%巧克力磚,85%巧克力磚,75%巧克力磚,65%巧克力磚,紅藜巧克力BAR,牛奶巧克力BAR,洛神花巧克力BAR,杏仁巧克力豆,天然可可豆茶,95%黑巧克力冰淇淋,烘培可可豆,杏仁可可瓦片,海鹽巧克力BAR,花生巧克力BAR,抹茶拿鐵生巧克力,經典生巧克力,65%巧克力禮盒,75%巧克力禮盒,85%巧克力禮盒,95%巧克力禮盒,草莓季限定款巧克力禮盒
1600,何讚美,5,2021/5/7,,臺北市,LINE,5627,14,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1
397,周詠訓,5,2021/5/8,,屏東縣,推薦分潤,7226,17,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1
553,邱秀菊,10,2021/5/8,,新竹縣,FB,4418,11,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
562,吳旻桓,19,2021/5/8,,新北市,FB,4688,13,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1
615,林香伶,6,2021/5/8,,基隆市,FB,5875,12,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
896,李佩臻,8,2021/5/8,,臺東縣,品牌官網,4777,12,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1
1006,陳世賢,9,2021/5/8,,臺中市,品牌官網,5468,14,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
302,丁志豪,9,2021/5/9,,臺北市,推薦分潤,5317,13,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1
303,秦嘉翎,5,2021/5/9,,雲林縣,品牌官網,3838,10,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1
1037,洪大幽,8,2021/5/9,,澎湖縣,品牌官網,5376,11,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1
202,林睿哲,3,2021/5/10,22:19,台北市,品牌官網,3096,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
816,馬慧語,7,2021/5/10,,屏東縣,品牌官網,4228,12,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1
1047,李俊宏,11,2021/5/10,,桃園市,品牌官網,5586,12,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1
1446,林建呈,14,2021/5/10,,南投縣,品牌官網,4738,11,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0
1570,詹賀盛,9,2021/5/10,,新竹市,FB,2800,9,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
682,許左岸,13,2021/5/11,,臺南市,品牌官網,5188,15,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1
728,陳煜棠,6,2021/5/11,,澎湖縣,FB,7965,18,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1
996,李翠玲,11,2021/5/11,,基隆市,LINE,5436,12,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1
1348,林大欽,11,2021/5/11,,宜蘭縣,FB,4527,10,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0
1559,許淑鈴,13,2021/5/11,,臺東縣,FB,4828,13,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
340,劉華融,8,2021/5/12,,新竹市,品牌官網,4548,10,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
785,董昭男,11,2021/5/12,,連江縣,FB,4618,13,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1
859,吳旻桓,8,2021/5/12,,澎湖縣,推薦分潤,6027,16,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1
1188,田慶山,10,2021/5/12,,基隆市,LINE,6186,13,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1
1618,鄭哲智,6,2021/5/12,,苗栗縣,FB,5936,13,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1
426,羅子琦,8,2021/5/13,,屏東縣,品牌官網,3568,9,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1
525,黃佩婷,19,2021/5/13,,基隆市,品牌官網,3099,9,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
566,詹賀盛,7,2021/5/13,,彰化縣,LINE,4788,12,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
908,張湘羚,9,2021/5/14,,新北市,FB,5247,11,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
991,林美玉,7,2021/5/14,,新竹市,LINE,4418,12,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1
777,吳建宜,9,2021/5/15,,基隆市,FB,3798,10,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1172,張元溢,8,2021/5/15,,臺南市,FB,6036,15,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1
1347,邱秀菊,8,2021/5/15,,新北市,推薦分潤,3097,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
1424,羅子琦,8,2021/5/15,,嘉義縣,FB,3080,10,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1531,吳麗慧,10,2021/5/16,,臺北市,品牌官網,4128,10,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
516,許婉菱,4,2021/5/17,,雲林縣,品牌官網,2979,9,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
602,傅偉茹,6,2021/5/17,,臺南市,FB,4667,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
837,張元溢,8,2021/5/17,,連江縣,品牌官網,3987,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1089,林香伶,9,2021/5/17,,金門縣,FB,6967,17,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
1105,呂展志,19,2021/5/17,,宜蘭縣,推薦分潤,5297,13,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
1195,陳雅雯,9,2021/5/17,,花蓮縣,LINE,3439,9,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1462,張杏如,9,2021/5/17,,基隆市,品牌官網,5248,13,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0
1643,林冠宇,7,2021/5/17,,宜蘭縣,品牌官網,5976,14,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1
203,陳福來,7,2021/5/18,21:54,花蓮縣,channels.google.title,760,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,羅曉芬,5,2021/5/18,,宜蘭縣,FB,4348,11,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
734,陳淑貞,6,2021/5/18,,嘉義縣,推薦分潤,5028,12,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0
1143,葉紋豪,4,2021/5/18,,嘉義縣,LINE,6526,15,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1
1282,陳怡紋,9,2021/5/18,,嘉義市,推薦分潤,5677,14,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1
992,馬慧語,4,2021/5/19,,嘉義市,品牌官網,4279,12,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0
1005,王家傳,7,2021/5/19,,苗栗縣,LINE,4817,12,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1
1050,潘思綺,11,2021/5/19,,彰化縣,FB,3848,9,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
1056,林冠宇,10,2021/5/19,,臺北市,FB,3938,9,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0
1327,鄧月新,8,2021/5/19,,宜蘭縣,品牌官網,4198,12,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
1646,朱致群,6,2021/5/19,,桃園市,LINE,2970,10,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
591,王書屏,10,2021/5/20,,雲林縣,推薦分潤,3449,9,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
709,葉紋豪,16,2021/5/20,,苗栗縣,FB,3848,9,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0
871,黃佩婷,7,2021/5/20,,嘉義市,LINE,7516,17,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
1228,許左岸,8,2021/5/20,,新竹市,推薦分潤,6476,13,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0
1561,吳麗慧,6,2021/5/20,,臺南市,品牌官網,3899,11,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
204,蔣雲鳳,9,2021/5/21,15:40,高雄市,品牌官網,1230,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
205,吳育瑄,7,2021/5/21,21:29,高雄市,品牌官網,760,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,蕭幼蘋,4,2021/5/21,,臺北市,FB,3369,10,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0
543,林香伶,7,2021/5/22,,新竹縣,品牌官網,4697,12,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1
555,林香伶,4,2021/5/22,,臺北市,FB,4477,11,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1
742,邱啓芳,6,2021/5/22,,苗栗縣,推薦分潤,5717,14,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1
794,許哲彰,8,2021/5/22,,臺中市,推薦分潤,3268,8,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1
1385,林大欽,4,2021/5/22,,連江縣,推薦分潤,3339,9,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0
206,張維修,4,2021/5/23,17:20,臺北市,品牌官網,2100,7,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,洪大幽,4,2021/5/23,,基隆市,推薦分潤,4528,12,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0
801,黃佩婷,7,2021/5/23,,臺東縣,推薦分潤,5396,13,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
921,古秀華,6,2021/5/23,,花蓮縣,推薦分潤,5737,14,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1
1364,邱秀菊,2,2021/5/23,,南投縣,FB,6327,14,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0
1538,江文章,8,2021/5/23,,嘉義縣,推薦分潤,4278,9,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0
1594,張元溢,4,2021/5/23,,新竹市,LINE,5198,14,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1
335,丁志豪,4,2021/5/24,,苗栗縣,LINE,4269,12,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0
643,馬瑞萍,5,2021/5/24,,苗栗縣,品牌官網,4528,12,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1
768,張元溢,5,2021/5/24,,澎湖縣,LINE,3378,9,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1660,邱韶恩,4,2021/5/24,,新竹縣,品牌官網,4179,12,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0
459,李沛錞,4,2021/5/25,,屏東縣,品牌官網,4419,11,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0
495,王秀玲,5,2021/5/25,,南投縣,推薦分潤,6576,15,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1
749,林辰安,9,2021/5/25,,新北市,品牌官網,6477,16,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0
830,董昭男,5,2021/5/25,,新北市,品牌官網,4527,9,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0
972,潘思綺,8,2021/5/25,,宜蘭縣,推薦分潤,3470,11,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
1087,吳昱瑄,6,2021/5/25,,高雄市,LINE,4189,12,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0
1361,羅曉芬,7,2021/5/25,,新竹市,FB,4069,12,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
1590,詹賀盛,5,2021/5/25,,雲林縣,品牌官網,5147,12,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1
463,吳麗慧,4,2021/5/26,,高雄市,FB,5817,14,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
650,洪大幽,5,2021/5/26,,屏東縣,LINE,2050,6,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
775,吳昱瑄,10,2021/5/26,,臺北市,推薦分潤,5096,12,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
818,鍾沐勻,9,2021/5/26,,新竹市,推薦分潤,5396,12,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1
846,王琬婷,5,2021/5/26,,臺北市,FB,6715,14,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1
853,蔡月桃,6,2021/5/26,,雲林縣,FB,3398,9,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1241,伯承宗,8,2021/5/26,,高雄市,品牌官網,4069,13,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1
1613,呂沂伶,7,2021/5/26,,臺北市,LINE,5418,14,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
338,劉華融,5,2021/5/27,,嘉義市,LINE,7095,15,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1
1437,林明原,4,2021/5/27,,連江縣,推薦分潤,4787,12,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1
574,伯承宗,6,2021/5/28,,臺南市,LINE,5168,14,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1
1253,吳雅莉,10,2021/5/28,,彰化縣,推薦分潤,6286,13,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1
1337,林靚昕,8,2021/5/28,,臺東縣,LINE,3730,13,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1452,葉葉蒨文,3,2021/5/28,,嘉義市,FB,7816,18,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0
433,林美玉,5,2021/5/29,,高雄市,推薦分潤,4828,12,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
527,王琬婷,25,2021/5/29,,南投縣,LINE,5667,14,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
743,侯嘉穎,6,2021/5/29,,南投縣,LINE,5696,13,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1
1274,李沛錞,6,2021/5/29,,金門縣,LINE,3698,8,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
432,林靚昕,17,2021/5/30,,雲林縣,品牌官網,5726,13,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1
741,李俊宏,8,2021/5/30,,嘉義縣,FB,4917,12,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1
965,洪佩琪,8,2021/5/30,,臺北市,品牌官網,6667,16,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
1520,黃振德,5,2021/5/30,,新竹縣,品牌官網,4298,10,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
207,古玟禎,3,2021/5/31,16:18,新北市,品牌官網,460,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,林衣緹,9,2021/5/31,,新北市,品牌官網,3849,13,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1
1404,曾盈嘉,8,2021/5/31,,新竹市,推薦分潤,4547,10,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1
1585,蔡月桃,7,2021/5/31,,新竹市,LINE,4228,11,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0
499,鄧月新,5,2021/6/1,,基隆市,FB,4199,12,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
912,吳建宜,4,2021/6/1,,屏東縣,推薦分潤,5397,12,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0
1532,林辰安,7,2021/6/1,,彰化縣,FB,6616,15,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1
1546,孫佳華,9,2021/6/1,,高雄市,FB,3139,9,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
208,汪雅靜,5,2021/6/2,19:34,新北市,品牌官網,5870,19,0,0,0,0,0,2,4,0,0,0,0,6,0,0,0,3,1,1,1,1,0,0,0,0,0
549,黃佩婷,13,2021/6/2,,臺中市,品牌官網,2079,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
878,洪大幽,14,2021/6/2,,彰化縣,FB,3948,11,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
919,許哲彰,7,2021/6/2,,臺南市,FB,4029,11,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1043,吳昱瑄,7,2021/6/2,,臺東縣,LINE,4977,13,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1
439,林靜微,10,2021/6/3,,新竹縣,FB,2490,7,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
446,李佩臻,7,2021/6/3,,新竹市,FB,6836,16,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1
529,曾盈嘉,9,2021/6/3,,南投縣,品牌官網,4428,12,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1
1082,馬瑞萍,6,2021/6/3,,嘉義縣,LINE,2240,7,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1215,林美玉,6,2021/6/3,,高雄市,LINE,6786,16,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
305,吳旻桓,10,2021/6/4,,宜蘭縣,LINE,5297,13,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0
306,邱啓芳,25,2021/6/4,,桃園市,FB,7195,16,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1
364,吳秋燕,4,2021/6/4,,新竹市,推薦分潤,3828,9,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0
567,林漢昌,6,2021/6/4,,高雄市,品牌官網,3668,10,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1
1018,曾盈嘉,5,2021/6/4,,南投縣,LINE,4619,14,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1
1054,劉華融,6,2021/6/4,,基隆市,推薦分潤,3779,11,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
1322,羅曉芬,7,2021/6/4,,臺南市,推薦分潤,3697,8,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
209,姜秀華,6,2021/6/6,17:31,桃園市,品牌官網,850,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
770,陳淑貞,7,2021/6/6,,臺北市,FB,4389,12,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0
1464,潘思綺,10,2021/6/6,,臺北市,推薦分潤,6637,16,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1
484,宋秉紋,5,2021/6/7,,屏東縣,推薦分潤,4527,10,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
560,孫佳華,9,2021/6/7,,嘉義縣,品牌官網,6226,13,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
298,邱雨晴,17,2021/6/8,,雲林縣,品牌官網,3969,11,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
680,李佩臻,25,2021/6/8,,雲林縣,品牌官網,3619,11,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
893,吳建宜,3,2021/6/8,,高雄市,推薦分潤,5226,12,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1
1266,謝岱融,6,2021/6/8,,苗栗縣,LINE,5568,14,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0
1497,王家傳,3,2021/6/8,,臺中市,LINE,3699,11,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1
381,盧國濱,8,2021/6/9,,臺東縣,LINE,5228,15,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1
1548,頂秋雯,8,2021/6/9,,屏東縣,品牌官網,3949,11,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
1571,古秀華,5,2021/6/9,,新竹縣,LINE,3539,10,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0
321,林香伶,13,2021/6/10,,臺中市,LINE,5536,12,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1
210,洪子立,7,2021/6/11,21:32,新北市,品牌官網,1590,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
676,蕭幼蘋,16,2021/6/11,,高雄市,推薦分潤,3380,11,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
898,吳昱瑄,7,2021/6/11,,臺東縣,品牌官網,5978,16,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1
1407,陳世賢,6,2021/6/11,,臺南市,品牌官網,6966,15,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
440,Paul Wu,3,2021/6/12,,雲林縣,FB,4778,11,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0
779,林冠宇,5,2021/6/12,,雲林縣,推薦分潤,4118,10,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1
788,頂秋雯,25,2021/6/12,,臺中市,LINE,6168,16,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
482,林純華,11,2021/6/13,,臺北市,FB,4368,12,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1
564,吳瑤玲,5,2021/6/13,,新竹市,LINE,5695,11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1
926,羅子琦,6,2021/6/13,,嘉義縣,LINE,3588,9,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0
1040,董昭男,9,2021/6/13,,屏東縣,FB,4089,12,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0
1493,陳怡紋,5,2021/6/13,,臺南市,推薦分潤,5278,12,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0
1519,馬慧語,13,2021/6/13,,基隆市,FB,3029,9,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
211,洪瑜蓮,3,2021/6/14,13:28,高雄市,品牌官網,2598,5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
301,許永朋,4,2021/6/14,,桃園市,LINE,5777,15,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1
